"SampleID","Antigen","MFI"
1575,"PTEX150",58.5
1575,"PvCSS",141
1575,"LF005",116
1575,"LF010",1004.5
1575,"RBP2b.P87",773.5
1575,"LF016",108
1575,"MSP8",68
1576,"EBP",411
1576,"PTEX150",232
1576,"PvCSS",340
1576,"LF005",1288
1576,"LF010",1064
1576,"RBP2b.P87",549
1576,"LF016",9967
1576,"MSP8",2997.5
1577,"EBP",60
1577,"PTEX150",254
1577,"PvCSS",490.5
1577,"LF005",134
1577,"LF010",70
1577,"RBP2b.P87",475
1577,"LF016",5690
1577,"MSP8",1109.5
1578,"EBP",6369
1578,"PTEX150",813.5
1578,"PvCSS",199
1578,"LF005",136
1578,"LF010",3216.5
1578,"RBP2b.P87",1093
1578,"LF016",2899
1578,"MSP8",516.5
1579,"EBP",479.5
1579,"PTEX150",124.5
1579,"PvCSS",1052
1579,"LF005",72
1579,"LF010",79
1579,"RBP2b.P87",1219
1579,"LF016",283
1579,"MSP8",1051
1580,"EBP",97
1580,"PTEX150",203
1580,"PvCSS",145.5
1580,"LF005",730.5
1580,"LF010",106
1580,"RBP2b.P87",176
1580,"LF016",6467.5
1580,"MSP8",1269
1581,"EBP",47
1581,"PTEX150",119
1581,"PvCSS",125.5
1581,"LF005",49
1581,"LF010",45
1581,"RBP2b.P87",129
1581,"LF016",1910
1581,"MSP8",346
1582,"EBP",344
1582,"PTEX150",206.5
1582,"PvCSS",329
1582,"LF005",288.5
1582,"LF010",436
1582,"RBP2b.P87",560
1582,"LF016",7432
1582,"MSP8",1834
1583,"EBP",4713.5
1583,"PTEX150",336
1583,"PvCSS",1817.5
1583,"LF005",431
1583,"LF010",938
1583,"RBP2b.P87",4299
1583,"LF016",8728
1583,"MSP8",731.5
1584,"EBP",116
1584,"PTEX150",231
1584,"PvCSS",138
1584,"LF005",91
1584,"LF010",115
1584,"RBP2b.P87",146
1584,"LF016",226.5
1584,"MSP8",146
1585,"EBP",561
1585,"PTEX150",190.5
1585,"PvCSS",2810
1585,"LF005",311.5
1585,"LF010",492
1585,"RBP2b.P87",511
1585,"LF016",521
1585,"MSP8",396
1586,"EBP",75
1586,"PTEX150",167.5
1586,"PvCSS",285
1586,"LF005",119
1586,"LF010",72
1586,"RBP2b.P87",138
1586,"LF016",64
1586,"MSP8",357
1587,"EBP",826.5
1587,"PTEX150",118
1587,"PvCSS",245
1587,"LF005",75
1587,"LF010",1377
1587,"RBP2b.P87",612
1587,"LF016",1264
1587,"MSP8",188
1588,"EBP",380
1588,"PTEX150",88
1588,"PvCSS",703
1588,"LF005",175.5
1588,"LF010",362
1588,"RBP2b.P87",1461
1588,"LF016",12943
1588,"MSP8",912
1589,"EBP",83
1589,"PTEX150",93
1589,"PvCSS",166
1589,"LF005",148.5
1589,"LF010",91
1589,"RBP2b.P87",120
1589,"LF016",1191
1589,"MSP8",275.5
1590,"EBP",70
1590,"PTEX150",1013
1590,"PvCSS",180
1590,"LF005",74
1590,"LF010",68
1590,"RBP2b.P87",93
1590,"LF016",2009.5
1590,"MSP8",834
1591,"EBP",1242
1591,"PTEX150",246
1591,"PvCSS",282
1591,"LF005",258.5
1591,"LF010",202
1591,"RBP2b.P87",4791
1591,"LF016",3472
1591,"MSP8",1185
1592,"EBP",12840
1592,"PTEX150",420
1592,"PvCSS",1341
1592,"LF005",4571
1592,"LF010",11641
1592,"RBP2b.P87",8062
1592,"LF016",16234
1592,"MSP8",1223
1593,"EBP",99
1593,"PTEX150",103
1593,"PvCSS",272.5
1593,"LF005",1196
1593,"LF010",164.5
1593,"RBP2b.P87",206.5
1593,"LF016",88.5
1593,"MSP8",145
1594,"EBP",57
1594,"PTEX150",78
1594,"PvCSS",74
1594,"LF005",114
1594,"LF010",47
1594,"RBP2b.P87",50
1594,"LF016",52
1594,"MSP8",86
1595,"EBP",35
1595,"PTEX150",93
1595,"PvCSS",93.5
1595,"LF005",80.5
1595,"LF010",34.5
1595,"RBP2b.P87",39
1595,"LF016",32.5
1595,"MSP8",42
1596,"EBP",84
1596,"PTEX150",269
1596,"PvCSS",126
1596,"LF005",89.5
1596,"LF010",91
1596,"RBP2b.P87",132
1596,"LF016",1780
1596,"MSP8",653
1597,"EBP",39
1597,"PTEX150",56.5
1597,"PvCSS",46
1597,"LF005",53.5
1597,"LF010",34
1597,"RBP2b.P87",38
1597,"LF016",37
1597,"MSP8",47
1598,"EBP",48.5
1598,"PTEX150",46
1598,"PvCSS",54
1598,"LF005",128
1598,"LF010",39
1598,"RBP2b.P87",48
1598,"LF016",49
1598,"MSP8",91.5
1599,"EBP",2134.5
1599,"PTEX150",965
1599,"PvCSS",473
1599,"LF005",182
1599,"LF010",289
1599,"RBP2b.P87",1038.5
1599,"LF016",145.5
1599,"MSP8",1280
1600,"EBP",78
1600,"PTEX150",59
1600,"PvCSS",74
1600,"LF005",245
1600,"LF010",52
1600,"RBP2b.P87",62
1600,"LF016",48
1600,"MSP8",164
1601,"EBP",65
1601,"PTEX150",58
1601,"PvCSS",168
1601,"LF005",1108
1601,"LF010",227.5
1601,"RBP2b.P87",50.5
1601,"LF016",2458
1601,"MSP8",750
1602,"EBP",131.5
1602,"PTEX150",95.5
1602,"PvCSS",158
1602,"LF005",147.5
1602,"LF010",150
1602,"RBP2b.P87",193
1602,"LF016",100
1602,"MSP8",145
1603,"EBP",5915.5
1603,"PTEX150",426
1603,"PvCSS",622
1603,"LF005",382
1603,"LF010",3692
1603,"RBP2b.P87",6497
1603,"LF016",11124
1603,"MSP8",1868
1604,"EBP",148.5
1604,"PTEX150",88.5
1604,"PvCSS",124.5
1604,"LF005",522
1604,"LF010",123
1604,"RBP2b.P87",167
1604,"LF016",116
1604,"MSP8",244
1605,"EBP",47.5
1605,"PTEX150",114
1605,"PvCSS",101.5
1605,"LF005",64
1605,"LF010",47
1605,"RBP2b.P87",45.5
1605,"LF016",1776
1605,"MSP8",2858
1606,"EBP",190
1606,"PTEX150",81.5
1606,"PvCSS",185
1606,"LF005",119.5
1606,"LF010",147
1606,"RBP2b.P87",4279
1606,"LF016",729
1606,"MSP8",271
1607,"EBP",294
1607,"PTEX150",163
1607,"PvCSS",268.5
1607,"LF005",960
1607,"LF010",275
1607,"RBP2b.P87",450
1607,"LF016",3637
1607,"MSP8",1847
1608,"EBP",3213
1608,"PTEX150",71
1608,"PvCSS",405
1608,"LF005",86.5
1608,"LF010",46.5
1608,"RBP2b.P87",2267
1608,"LF016",5320
1608,"MSP8",5392
1609,"EBP",7417
1609,"PTEX150",338
1609,"PvCSS",224
1609,"LF005",589
1609,"LF010",2798
1609,"RBP2b.P87",6650
1609,"LF016",4830
1609,"MSP8",540.5
1610,"EBP",6017
1610,"PTEX150",806
1610,"PvCSS",221
1610,"LF005",2514.5
1610,"LF010",3237
1610,"RBP2b.P87",6359
1610,"LF016",4575
1610,"MSP8",1600
1611,"EBP",174
1611,"PTEX150",280
1611,"PvCSS",583
1611,"LF005",146
1611,"LF010",937
1611,"RBP2b.P87",431
1611,"LF016",13472
1611,"MSP8",2066
1612,"EBP",1219.5
1612,"PTEX150",463
1612,"PvCSS",485
1612,"LF005",2687
1612,"LF010",1245
1612,"RBP2b.P87",12080
1612,"LF016",4104.5
1612,"MSP8",809
1613,"EBP",11996
1613,"PTEX150",1773.5
1613,"PvCSS",5151
1613,"LF005",1167
1613,"LF010",16645
1613,"RBP2b.P87",11573
1613,"LF016",16831
1613,"MSP8",3361
1614,"EBP",2491
1614,"PTEX150",5045
1614,"PvCSS",192.5
1614,"LF005",111.5
1614,"LF010",101
1614,"RBP2b.P87",592
1614,"LF016",103
1614,"MSP8",125
1615,"EBP",303.5
1615,"PTEX150",166
1615,"PvCSS",394.5
1615,"LF005",275
1615,"LF010",355
1615,"RBP2b.P87",544
1615,"LF016",1148.5
1615,"MSP8",533
1616,"EBP",2460
1616,"PTEX150",213
1616,"PvCSS",683.5
1616,"LF005",2025.5
1616,"LF010",761
1616,"RBP2b.P87",6325
1616,"LF016",15156
1616,"MSP8",9845
1617,"EBP",169
1617,"PTEX150",316.5
1617,"PvCSS",173.5
1617,"LF005",167.5
1617,"LF010",193
1617,"RBP2b.P87",254
1617,"LF016",2276
1617,"MSP8",1540
1618,"EBP",143
1618,"PTEX150",201.5
1618,"PvCSS",214.5
1618,"LF005",196.5
1618,"LF010",172
1618,"RBP2b.P87",245.5
1618,"LF016",1932
1618,"MSP8",326.5
1619,"EBP",6226
1619,"PTEX150",224
1619,"PvCSS",1128
1619,"LF005",2984
1619,"LF010",10507
1619,"RBP2b.P87",1888
1619,"LF016",7807
1619,"MSP8",1356
1620,"EBP",76
1620,"PTEX150",831
1620,"PvCSS",353
1620,"LF005",709
1620,"LF010",92
1620,"RBP2b.P87",518
1620,"LF016",1844
1620,"MSP8",1200
1621,"EBP",172
1621,"PTEX150",2848
1621,"PvCSS",248
1621,"LF005",405
1621,"LF010",502
1621,"RBP2b.P87",774
1621,"LF016",4501
1621,"MSP8",2945.5
1622,"EBP",683
1622,"PTEX150",255
1622,"PvCSS",202
1622,"LF005",462
1622,"LF010",204
1622,"RBP2b.P87",2948
1622,"LF016",4240
1622,"MSP8",844
1623,"EBP",149
1623,"PTEX150",132.5
1623,"PvCSS",418
1623,"LF005",332
1623,"LF010",761.5
1623,"RBP2b.P87",4748
1623,"LF016",2759.5
1623,"MSP8",919.5
1624,"EBP",233.5
1624,"PTEX150",129
1624,"PvCSS",245
1624,"LF005",161
1624,"LF010",389
1624,"RBP2b.P87",315
1624,"LF016",5716
1624,"MSP8",1668
1625,"EBP",37
1625,"PTEX150",44
1625,"PvCSS",454
1625,"LF005",52
1625,"LF010",39
1625,"RBP2b.P87",38
1625,"LF016",37
1625,"MSP8",73
1626,"EBP",63
1626,"PTEX150",187.5
1626,"PvCSS",83
1626,"LF005",153
1626,"LF010",66
1626,"RBP2b.P87",100
1626,"LF016",2134.5
1626,"MSP8",1904.5
1627,"EBP",141.5
1627,"PTEX150",1271
1627,"PvCSS",202
1627,"LF005",1303.5
1627,"LF010",685
1627,"RBP2b.P87",2814
1627,"LF016",12210
1627,"MSP8",1697.5
1628,"EBP",12162
1628,"PTEX150",6549
1628,"PvCSS",463.5
1628,"LF005",309.5
1628,"LF010",12474
1628,"RBP2b.P87",8425
1628,"LF016",16442.5
1628,"MSP8",3984
1629,"EBP",433
1629,"PTEX150",89
1629,"PvCSS",78.5
1629,"LF005",64
1629,"LF010",992.5
1629,"RBP2b.P87",915
1629,"LF016",58
1629,"MSP8",1181.5
1630,"EBP",1478.5
1630,"PTEX150",156
1630,"PvCSS",214
1630,"LF005",96
1630,"LF010",99
1630,"RBP2b.P87",1995
1630,"LF016",1025.5
1630,"MSP8",433
1631,"EBP",8290
1631,"PTEX150",293
1631,"PvCSS",1806
1631,"LF005",4991
1631,"LF010",13973
1631,"RBP2b.P87",11914
1631,"LF016",5792.5
1631,"MSP8",2145
1632,"EBP",576
1632,"PTEX150",198
1632,"PvCSS",589
1632,"LF005",258.5
1632,"LF010",765
1632,"RBP2b.P87",819
1632,"LF016",5515
1632,"MSP8",387
1633,"EBP",216
1633,"PTEX150",245
1633,"PvCSS",89
1633,"LF005",299
1633,"LF010",69
1633,"RBP2b.P87",80.5
1633,"LF016",2508
1633,"MSP8",643
1634,"EBP",53
1634,"PTEX150",546
1634,"PvCSS",62.5
1634,"LF005",6032.5
1634,"LF010",134
1634,"RBP2b.P87",67
1634,"LF016",20373
1634,"MSP8",15409.5
1635,"EBP",66.5
1635,"PTEX150",93.5
1635,"PvCSS",71
1635,"LF005",69
1635,"LF010",64.5
1635,"RBP2b.P87",77
1635,"LF016",2761
1635,"MSP8",460
1636,"EBP",12929
1636,"PTEX150",223.5
1636,"PvCSS",1542
1636,"LF005",618
1636,"LF010",6002.5
1636,"RBP2b.P87",8713
1636,"LF016",18878.5
1636,"MSP8",5224
1637,"EBP",2067
1637,"PTEX150",148.5
1637,"PvCSS",238
1637,"LF005",674.5
1637,"LF010",145.5
1637,"RBP2b.P87",8189
1637,"LF016",2596
1637,"MSP8",1226
1638,"EBP",74
1638,"PTEX150",64.5
1638,"PvCSS",247.5
1638,"LF005",266
1638,"LF010",85.5
1638,"RBP2b.P87",87.5
1638,"LF016",92
1638,"MSP8",112
1639,"EBP",100
1639,"PTEX150",125
1639,"PvCSS",125
1639,"LF005",43
1639,"LF010",139
1639,"RBP2b.P87",973.5
1639,"LF016",3042
1639,"MSP8",54.5
1640,"EBP",37
1640,"PTEX150",100
1640,"PvCSS",54.5
1640,"LF005",57.5
1640,"LF010",36
1640,"RBP2b.P87",37
1640,"LF016",29.5
1640,"MSP8",79
1641,"EBP",66
1641,"PTEX150",74
1641,"PvCSS",67
1641,"LF005",106
1641,"LF010",71.5
1641,"RBP2b.P87",76
1641,"LF016",71
1641,"MSP8",121.5
1642,"EBP",370
1642,"PTEX150",92
1642,"PvCSS",63
1642,"LF005",49
1642,"LF010",45
1642,"RBP2b.P87",555
1642,"LF016",62
1642,"MSP8",76
1643,"EBP",7007
1643,"PTEX150",848.5
1643,"PvCSS",3857
1643,"LF005",5167.5
1643,"LF010",1379
1643,"RBP2b.P87",9024
1643,"LF016",14589
1643,"MSP8",10017
1644,"EBP",13419
1644,"PTEX150",1557
1644,"PvCSS",5558
1644,"LF005",4232
1644,"LF010",6892.5
1644,"RBP2b.P87",7569.5
1644,"LF016",12251
1644,"MSP8",1803
1645,"EBP",7166.5
1645,"PTEX150",1420.5
1645,"PvCSS",436
1645,"LF005",708
1645,"LF010",3704
1645,"RBP2b.P87",4452
1645,"LF016",600
1645,"MSP8",280.5
1646,"EBP",11021
1646,"PTEX150",334
1646,"PvCSS",533.5
1646,"LF005",7823.5
1646,"LF010",4902.5
1646,"RBP2b.P87",7562
1646,"LF016",8499
1646,"MSP8",1491.5
1647,"EBP",83
1647,"PTEX150",115.5
1647,"PvCSS",120
1647,"LF005",473
1647,"LF010",106
1647,"RBP2b.P87",115
1647,"LF016",11519
1647,"MSP8",2835
1648,"EBP",57
1648,"PTEX150",701
1648,"PvCSS",78
1648,"LF005",55.5
1648,"LF010",36
1648,"RBP2b.P87",500
1648,"LF016",2010
1648,"MSP8",333
1649,"EBP",182
1649,"PTEX150",90
1649,"PvCSS",788
1649,"LF005",397
1649,"LF010",132.5
1649,"RBP2b.P87",395
1649,"LF016",147
1649,"MSP8",471
1650,"EBP",5243.5
1650,"PTEX150",90
1650,"PvCSS",293
1650,"LF005",144
1650,"LF010",1291
1650,"RBP2b.P87",9177
1650,"LF016",5327
1650,"MSP8",358
1651,"EBP",47
1651,"PTEX150",439
1651,"PvCSS",58
1651,"LF005",265
1651,"LF010",42
1651,"RBP2b.P87",116.5
1651,"LF016",767.5
1651,"MSP8",2424
1652,"EBP",7636.5
1652,"PTEX150",503
1652,"PvCSS",485
1652,"LF005",718
1652,"LF010",704
1652,"RBP2b.P87",4819
1652,"LF016",2229
1652,"MSP8",265
1653,"EBP",3516
1653,"PTEX150",244
1653,"PvCSS",480
1653,"LF005",1639
1653,"LF010",168
1653,"RBP2b.P87",5478
1653,"LF016",17663
1653,"MSP8",3593
1654,"EBP",5397.5
1654,"PTEX150",197
1654,"PvCSS",404
1654,"LF005",1026
1654,"LF010",275
1654,"RBP2b.P87",3790.5
1654,"LF016",344.5
1654,"MSP8",12262
1655,"EBP",1881
1655,"PTEX150",335.5
1655,"PvCSS",159.5
1655,"LF005",110
1655,"LF010",2961.5
1655,"RBP2b.P87",2706
1655,"LF016",514.5
1655,"MSP8",5094.5
1656,"EBP",43.5
1656,"PTEX150",483
1656,"PvCSS",116
1656,"LF005",52
1656,"LF010",39
1656,"RBP2b.P87",41.5
1656,"LF016",267
1656,"MSP8",104
1657,"EBP",46
1657,"PTEX150",79
1657,"PvCSS",51
1657,"LF005",89
1657,"LF010",43
1657,"RBP2b.P87",52
1657,"LF016",158
1657,"MSP8",100
1658,"EBP",245
1658,"PTEX150",229
1658,"PvCSS",171
1658,"LF005",507
1658,"LF010",476
1658,"RBP2b.P87",1518.5
1658,"LF016",2441.5
1658,"MSP8",677
1659,"EBP",5487
1659,"PTEX150",185
1659,"PvCSS",300.5
1659,"LF005",192.5
1659,"LF010",5958
1659,"RBP2b.P87",3429
1659,"LF016",14622.5
1659,"MSP8",3230
1660,"EBP",163
1660,"PTEX150",277
1660,"PvCSS",277.5
1660,"LF005",192.5
1660,"LF010",216.5
1660,"RBP2b.P87",291
1660,"LF016",5546.5
1660,"MSP8",758
1661,"EBP",119
1661,"PTEX150",90
1661,"PvCSS",191.5
1661,"LF005",282.5
1661,"LF010",137
1661,"RBP2b.P87",216
1661,"LF016",5073.5
1661,"MSP8",1593.5
1662,"EBP",1287
1662,"PTEX150",840.5
1662,"PvCSS",377.5
1662,"LF005",1139
1662,"LF010",160
1662,"RBP2b.P87",2019
1662,"LF016",7246.5
1662,"MSP8",425.5
1663,"EBP",13088
1663,"PTEX150",835
1663,"PvCSS",2465.5
1663,"LF005",2470
1663,"LF010",22506.5
1663,"RBP2b.P87",10422
1663,"LF016",17024
1663,"MSP8",3004.5
1664,"EBP",4790
1664,"PTEX150",103.5
1664,"PvCSS",125.5
1664,"LF005",112
1664,"LF010",86
1664,"RBP2b.P87",7757.5
1664,"LF016",1149
1664,"MSP8",317
1665,"EBP",99
1665,"PTEX150",283
1665,"PvCSS",226
1665,"LF005",1785.5
1665,"LF010",112.5
1665,"RBP2b.P87",127.5
1665,"LF016",12049
1665,"MSP8",2240.5
1666,"EBP",63.5
1666,"PTEX150",192
1666,"PvCSS",291
1666,"LF005",170.5
1666,"LF010",80.5
1666,"RBP2b.P87",67.5
1666,"LF016",5509
1666,"MSP8",2156.5
1667,"EBP",318
1667,"PTEX150",148
1667,"PvCSS",312.5
1667,"LF005",997.5
1667,"LF010",2149.5
1667,"RBP2b.P87",1023
1667,"LF016",11984.5
1667,"MSP8",830
1668,"EBP",17075
1668,"PTEX150",3159
1668,"PvCSS",6672
1668,"LF005",1992.5
1668,"LF010",15070.5
1668,"RBP2b.P87",10575
1668,"LF016",22241
1668,"MSP8",11867
1669,"EBP",3357
1669,"PTEX150",927
1669,"PvCSS",1356
1669,"LF005",3172.5
1669,"LF010",786
1669,"RBP2b.P87",7890
1669,"LF016",6394
1669,"MSP8",773
1670,"EBP",8258
1670,"PTEX150",755
1670,"PvCSS",592
1670,"LF005",2255
1670,"LF010",282.5
1670,"RBP2b.P87",9084
1670,"LF016",9027
1670,"MSP8",2076.5
1671,"EBP",78
1671,"PTEX150",333
1671,"PvCSS",102.5
1671,"LF005",259
1671,"LF010",62
1671,"RBP2b.P87",219
1671,"LF016",304
1671,"MSP8",287
1672,"EBP",222
1672,"PTEX150",187
1672,"PvCSS",399.5
1672,"LF005",513
1672,"LF010",437
1672,"RBP2b.P87",5275.5
1672,"LF016",2415.5
1672,"MSP8",444.5
1673,"EBP",37
1673,"PTEX150",453
1673,"PvCSS",51
1673,"LF005",59.5
1673,"LF010",34
1673,"RBP2b.P87",41
1673,"LF016",62
1673,"MSP8",137
1674,"EBP",10268
1674,"PTEX150",483.5
1674,"PvCSS",190
1674,"LF005",4001
1674,"LF010",4669.5
1674,"RBP2b.P87",10376.5
1674,"LF016",16002
1674,"MSP8",2024
1675,"EBP",9247
1675,"PTEX150",2033
1675,"PvCSS",6154
1675,"LF005",2581
1675,"LF010",12640
1675,"RBP2b.P87",7620
1675,"LF016",2977
1675,"MSP8",700
1676,"EBP",3998
1676,"PTEX150",179
1676,"PvCSS",505.5
1676,"LF005",256
1676,"LF010",2880
1676,"RBP2b.P87",4207
1676,"LF016",260
1676,"MSP8",6926
1677,"EBP",10708
1677,"PTEX150",2430
1677,"PvCSS",4302.5
1677,"LF005",2963.5
1677,"LF010",8849
1677,"RBP2b.P87",5173
1677,"LF016",16527
1677,"MSP8",4358
1678,"EBP",11495
1678,"PTEX150",636.5
1678,"PvCSS",6933
1678,"LF005",285
1678,"LF010",11425
1678,"RBP2b.P87",9015.5
1678,"LF016",3637.5
1678,"MSP8",2710.5
1679,"EBP",9225.5
1679,"PTEX150",1924
1679,"PvCSS",1500
1679,"LF005",591.5
1679,"LF010",7075
1679,"RBP2b.P87",8254
1679,"LF016",1705.5
1679,"MSP8",749
1680,"EBP",12888.5
1680,"PTEX150",125.5
1680,"PvCSS",1567
1680,"LF005",151.5
1680,"LF010",2682.5
1680,"RBP2b.P87",2895
1680,"LF016",10468.5
1680,"MSP8",1729.5
1681,"EBP",487
1681,"PTEX150",312
1681,"PvCSS",477
1681,"LF005",501
1681,"LF010",526
1681,"RBP2b.P87",920
1681,"LF016",435
1681,"MSP8",530.5
1682,"EBP",34
1682,"PTEX150",30
1682,"PvCSS",50
1682,"LF005",91
1682,"LF010",36
1682,"RBP2b.P87",31
1682,"LF016",33
1682,"MSP8",50.5
1683,"EBP",66
1683,"PTEX150",94
1683,"PvCSS",73
1683,"LF005",75.5
1683,"LF010",65
1683,"RBP2b.P87",198
1683,"LF016",437
1683,"MSP8",457
1684,"EBP",41
1684,"PTEX150",97
1684,"PvCSS",57
1684,"LF005",102
1684,"LF010",47
1684,"RBP2b.P87",36
1684,"LF016",1681
1684,"MSP8",293
1685,"EBP",304.5
1685,"PTEX150",116.5
1685,"PvCSS",94
1685,"LF005",680
1685,"LF010",2190
1685,"RBP2b.P87",797.5
1685,"LF016",3098.5
1685,"MSP8",968
1686,"EBP",45
1686,"PTEX150",1038
1686,"PvCSS",60
1686,"LF005",156
1686,"LF010",40
1686,"RBP2b.P87",54.5
1686,"LF016",56
1686,"MSP8",372
1687,"EBP",86
1687,"PTEX150",211.5
1687,"PvCSS",129.5
1687,"LF005",85
1687,"LF010",79
1687,"RBP2b.P87",1674.5
1687,"LF016",419
1687,"MSP8",311
1688,"EBP",43
1688,"PTEX150",86.5
1688,"PvCSS",56
1688,"LF005",2054
1688,"LF010",33
1688,"RBP2b.P87",180.5
1688,"LF016",18005
1688,"MSP8",7257.5
1689,"EBP",2760.5
1689,"PTEX150",257
1689,"PvCSS",410
1689,"LF005",585.5
1689,"LF010",474
1689,"RBP2b.P87",6234
1689,"LF016",1394
1689,"MSP8",1038.5
1690,"EBP",9746
1690,"PTEX150",566
1690,"PvCSS",497
1690,"LF005",406
1690,"LF010",4325
1690,"RBP2b.P87",8858.5
1690,"LF016",7153.5
1690,"MSP8",4102
1691,"EBP",1326
1691,"PTEX150",307
1691,"PvCSS",122
1691,"LF005",125
1691,"LF010",1115.5
1691,"RBP2b.P87",274.5
1691,"LF016",3109
1691,"MSP8",482
1692,"EBP",123
1692,"PTEX150",78
1692,"PvCSS",131
1692,"LF005",128
1692,"LF010",130.5
1692,"RBP2b.P87",163
1692,"LF016",103
1692,"MSP8",221
1693,"EBP",218
1693,"PTEX150",129
1693,"PvCSS",328
1693,"LF005",379
1693,"LF010",226
1693,"RBP2b.P87",325
1693,"LF016",192
1693,"MSP8",219.5
1694,"EBP",14896
1694,"PTEX150",2330.5
1694,"PvCSS",6978
1694,"LF005",925
1694,"LF010",16084.5
1694,"RBP2b.P87",9926
1694,"LF016",16112
1694,"MSP8",4720
1695,"EBP",2660.5
1695,"PTEX150",72.5
1695,"PvCSS",314
1695,"LF005",344.5
1695,"LF010",1647
1695,"RBP2b.P87",2439.5
1695,"LF016",7199.5
1695,"MSP8",165.5
1696,"EBP",119
1696,"PTEX150",125
1696,"PvCSS",227
1696,"LF005",143
1696,"LF010",305
1696,"RBP2b.P87",606.5
1696,"LF016",5328
1696,"MSP8",1045
1697,"EBP",61
1697,"PTEX150",46
1697,"PvCSS",67
1697,"LF005",74
1697,"LF010",62
1697,"RBP2b.P87",81
1697,"LF016",766.5
1697,"MSP8",723
1698,"EBP",355
1698,"PTEX150",197.5
1698,"PvCSS",367.5
1698,"LF005",488
1698,"LF010",280
1698,"RBP2b.P87",703.5
1698,"LF016",2700
1698,"MSP8",321.5
1699,"EBP",2036
1699,"PTEX150",268
1699,"PvCSS",100
1699,"LF005",2878
1699,"LF010",173
1699,"RBP2b.P87",5411.5
1699,"LF016",2370
1699,"MSP8",1086
1700,"EBP",193.5
1700,"PTEX150",231
1700,"PvCSS",341
1700,"LF005",567
1700,"LF010",241.5
1700,"RBP2b.P87",418
1700,"LF016",1576.5
1700,"MSP8",1243
1701,"EBP",13210
1701,"PTEX150",3329.5
1701,"PvCSS",3525
1701,"LF005",5778
1701,"LF010",563
1701,"RBP2b.P87",4336
1701,"LF016",14761
1701,"MSP8",7826
1702,"EBP",192
1702,"PTEX150",171
1702,"PvCSS",202
1702,"LF005",216
1702,"LF010",238
1702,"RBP2b.P87",314.5
1702,"LF016",404
1702,"MSP8",496
1703,"EBP",252
1703,"PTEX150",226
1703,"PvCSS",323
1703,"LF005",213
1703,"LF010",209
1703,"RBP2b.P87",296
1703,"LF016",190
1703,"MSP8",527
1704,"EBP",7711.5
1704,"PTEX150",62
1704,"PvCSS",74
1704,"LF005",234
1704,"LF010",576.5
1704,"RBP2b.P87",6723
1704,"LF016",959.5
1704,"MSP8",180
1705,"EBP",1692
1705,"PTEX150",159
1705,"PvCSS",212
1705,"LF005",207
1705,"LF010",7467
1705,"RBP2b.P87",785
1705,"LF016",502
1705,"MSP8",501.5
1706,"EBP",576
1706,"PTEX150",175
1706,"PvCSS",94
1706,"LF005",398
1706,"LF010",656
1706,"RBP2b.P87",722
1706,"LF016",76
1706,"MSP8",842
1707,"EBP",125.5
1707,"PTEX150",240
1707,"PvCSS",160.5
1707,"LF005",1872
1707,"LF010",148
1707,"RBP2b.P87",200.5
1707,"LF016",4513.5
1707,"MSP8",2357
1708,"EBP",145.5
1708,"PTEX150",100.5
1708,"PvCSS",156
1708,"LF005",153
1708,"LF010",172
1708,"RBP2b.P87",257.5
1708,"LF016",259.5
1708,"MSP8",701
1709,"EBP",1707.5
1709,"PTEX150",173
1709,"PvCSS",106
1709,"LF005",428
1709,"LF010",1516
1709,"RBP2b.P87",1456
1709,"LF016",8286.5
1709,"MSP8",3341
1710,"EBP",118
1710,"PTEX150",101
1710,"PvCSS",125
1710,"LF005",636
1710,"LF010",129
1710,"RBP2b.P87",316.5
1710,"LF016",7873.5
1710,"MSP8",1964
1711,"EBP",105.5
1711,"PTEX150",64.5
1711,"PvCSS",343.5
1711,"LF005",342
1711,"LF010",115
1711,"RBP2b.P87",560
1711,"LF016",152
1711,"MSP8",119
1712,"EBP",77
1712,"PTEX150",99
1712,"PvCSS",230
1712,"LF005",1175
1712,"LF010",169
1712,"RBP2b.P87",187
1712,"LF016",9061
1712,"MSP8",6280
1713,"EBP",6690.5
1713,"PTEX150",110
1713,"PvCSS",181.5
1713,"LF005",192
1713,"LF010",131
1713,"RBP2b.P87",8901
1713,"LF016",5143
1713,"MSP8",565
1714,"EBP",1502
1714,"PTEX150",91.5
1714,"PvCSS",2439
1714,"LF005",159.5
1714,"LF010",9039.5
1714,"RBP2b.P87",738
1714,"LF016",646
1714,"MSP8",87
1715,"EBP",42.5
1715,"PTEX150",103
1715,"PvCSS",67.5
1715,"LF005",92.5
1715,"LF010",60
1715,"RBP2b.P87",46
1715,"LF016",42.5
1715,"MSP8",68
1716,"EBP",57
1716,"PTEX150",715
1716,"PvCSS",65
1716,"LF005",60
1716,"LF010",56.5
1716,"RBP2b.P87",56
1716,"LF016",69
1716,"MSP8",63
1717,"EBP",174
1717,"PTEX150",143.5
1717,"PvCSS",81.5
1717,"LF005",562
1717,"LF010",120
1717,"RBP2b.P87",214.5
1717,"LF016",14663
1717,"MSP8",6795
1718,"EBP",36
1718,"PTEX150",949.5
1718,"PvCSS",74
1718,"LF005",41
1718,"LF010",48
1718,"RBP2b.P87",36.5
1718,"LF016",42
1718,"MSP8",70
1719,"EBP",2530.5
1719,"PTEX150",115.5
1719,"PvCSS",111
1719,"LF005",430
