"SampleID","Antigen","MFI"
753,"EBP",4009
753,"PTEX150",631
753,"PvCSS",104
753,"LF005",257
753,"LF010",20052.5
753,"RBP2b.P87",7729
753,"LF016",398
753,"MSP8",879
759,"EBP",67.5
759,"PTEX150",221
759,"PvCSS",54
759,"LF005",66.5
759,"LF010",55
759,"RBP2b.P87",829
759,"LF016",497
759,"MSP8",112.5
760,"EBP",142
760,"PTEX150",110
760,"PvCSS",43
760,"LF005",252
760,"LF010",59.5
760,"RBP2b.P87",40
760,"LF016",55
760,"MSP8",1528.5
761,"EBP",50
761,"PTEX150",91
761,"PvCSS",108
761,"LF005",67
761,"LF010",62
761,"RBP2b.P87",106
761,"LF016",359
761,"MSP8",125.5
762,"EBP",124.5
762,"PTEX150",2587
762,"PvCSS",59
762,"LF005",67
762,"LF010",44
762,"RBP2b.P87",67
762,"LF016",4844
762,"MSP8",541
763,"EBP",2504
763,"PTEX150",196
763,"PvCSS",198
763,"LF005",592
763,"LF010",230.5
763,"RBP2b.P87",9319
763,"LF016",1763.5
763,"MSP8",331.5
764,"EBP",122
764,"PTEX150",312.5
764,"PvCSS",137
764,"LF005",142
764,"LF010",158.5
764,"RBP2b.P87",510.5
764,"LF016",2258
764,"MSP8",433.5
765,"EBP",41
765,"PTEX150",74
765,"PvCSS",72
765,"LF005",59
765,"LF010",58
765,"RBP2b.P87",45
765,"LF016",39
765,"MSP8",118
768,"EBP",86
768,"PTEX150",230
768,"PvCSS",142
768,"LF005",174
768,"LF010",63
768,"RBP2b.P87",2356.5
768,"LF016",308.5
768,"MSP8",1027
772,"EBP",2724
772,"PTEX150",106
772,"PvCSS",169
772,"LF005",994
772,"LF010",264
772,"RBP2b.P87",6755.5
772,"LF016",1445
772,"MSP8",3194.5
773,"EBP",50
773,"PTEX150",206.5
773,"PvCSS",62
773,"LF005",57
773,"LF010",43
773,"RBP2b.P87",57.5
773,"LF016",97
773,"MSP8",63
774,"EBP",50.5
774,"PTEX150",180
774,"PvCSS",107.5
774,"LF005",111
774,"LF010",45
774,"RBP2b.P87",86
774,"LF016",60
774,"MSP8",363
269,"EBP",39
269,"PTEX150",133
269,"PvCSS",51
269,"LF005",50.5
269,"LF010",34
269,"RBP2b.P87",52
269,"LF016",55
269,"MSP8",58.5
279,"EBP",428
279,"PTEX150",425
279,"PvCSS",66
279,"LF005",482
279,"LF010",4068
279,"RBP2b.P87",6895
279,"LF016",1225
279,"MSP8",6159.5
692,"EBP",882
692,"PTEX150",641
692,"PvCSS",364
692,"LF005",584
692,"LF010",418
692,"RBP2b.P87",11321
692,"LF016",8532
692,"MSP8",6134
694,"EBP",923
694,"PTEX150",1174
694,"PvCSS",155
694,"LF005",1042
694,"LF010",212
694,"RBP2b.P87",10726.5
694,"LF016",12906
694,"MSP8",3139
695,"EBP",141
695,"PTEX150",132.5
695,"PvCSS",136
695,"LF005",143
695,"LF010",164
695,"RBP2b.P87",895
695,"LF016",337
695,"MSP8",391
697,"EBP",2543
697,"PTEX150",508
697,"PvCSS",902.5
697,"LF005",4569.5
697,"LF010",132.5
697,"RBP2b.P87",4877
697,"LF016",18283
697,"MSP8",2813
698,"EBP",43
698,"PTEX150",178
698,"PvCSS",5227
698,"LF005",185
698,"LF010",44.5
698,"RBP2b.P87",55
698,"LF016",96
698,"MSP8",83
699,"EBP",461
699,"PTEX150",757
699,"PvCSS",68
699,"LF005",161.5
699,"LF010",5844
699,"RBP2b.P87",8357.5
699,"LF016",118.5
699,"MSP8",767
700,"EBP",650.5
700,"PTEX150",442
700,"PvCSS",462
700,"LF005",147.5
700,"LF010",69
700,"RBP2b.P87",2740
700,"LF016",685.5
700,"MSP8",246
701,"EBP",297
701,"PTEX150",1535.5
701,"PvCSS",55
701,"LF005",90
701,"LF010",51
701,"RBP2b.P87",152
701,"LF016",1644
701,"MSP8",1007.5
702,"EBP",536
702,"PTEX150",440
702,"PvCSS",75
702,"LF005",416
702,"LF010",104
702,"RBP2b.P87",94
702,"LF016",121
702,"MSP8",106
703,"EBP",3433
703,"PTEX150",1017.5
703,"PvCSS",733.5
703,"LF005",769
703,"LF010",701
703,"RBP2b.P87",11568.5
703,"LF016",713
703,"MSP8",1040
704,"EBP",356.5
704,"PTEX150",309
704,"PvCSS",148
704,"LF005",545.5
704,"LF010",1643.5
704,"RBP2b.P87",2221
704,"LF016",10280
704,"MSP8",822
705,"EBP",65
705,"PTEX150",153
705,"PvCSS",596
705,"LF005",59
705,"LF010",42
705,"RBP2b.P87",54.5
705,"LF016",92
705,"MSP8",124.5
706,"EBP",302
706,"PTEX150",552
706,"PvCSS",185.5
706,"LF005",95
706,"LF010",49
706,"RBP2b.P87",505.5
706,"LF016",110
706,"MSP8",499
720,"EBP",1234
720,"PTEX150",195
720,"PvCSS",133
720,"LF005",307
720,"LF010",3025
720,"RBP2b.P87",1042
720,"LF016",704
720,"MSP8",348.5
709,"EBP",1791
709,"PTEX150",1403.5
709,"PvCSS",1397
709,"LF005",2241.5
709,"LF010",6280
709,"RBP2b.P87",455
709,"LF016",20775
709,"MSP8",15050
710,"EBP",120
710,"PTEX150",766.5
710,"PvCSS",58.5
710,"LF005",157
710,"LF010",284.5
710,"RBP2b.P87",3419
710,"LF016",1131.5
710,"MSP8",232
711,"EBP",75.5
711,"PTEX150",162
711,"PvCSS",96
711,"LF005",139
711,"LF010",55
711,"RBP2b.P87",516
711,"LF016",331
711,"MSP8",2490
712,"EBP",70
712,"PTEX150",445
712,"PvCSS",50
712,"LF005",72
712,"LF010",53
712,"RBP2b.P87",308.5
712,"LF016",377
712,"MSP8",230
713,"EBP",35
713,"PTEX150",53
713,"PvCSS",54
713,"LF005",46
713,"LF010",33
713,"RBP2b.P87",39
713,"LF016",118
713,"MSP8",192
714,"EBP",2099
714,"PTEX150",90
714,"PvCSS",46
714,"LF005",41
714,"LF010",40.5
714,"RBP2b.P87",43
714,"LF016",56.5
714,"MSP8",117
715,"EBP",49
715,"PTEX150",119
715,"PvCSS",61.5
715,"LF005",66
715,"LF010",43
715,"RBP2b.P87",59
715,"LF016",80
715,"MSP8",72
716,"EBP",1782
716,"PTEX150",3218
716,"PvCSS",2222
716,"LF005",198
716,"LF010",523
716,"RBP2b.P87",5987.5
716,"LF016",1032
716,"MSP8",4029.5
717,"EBP",275.5
717,"PTEX150",154
717,"PvCSS",574.5
717,"LF005",51.5
717,"LF010",54
717,"RBP2b.P87",223
717,"LF016",90
717,"MSP8",94
718,"EBP",77.5
718,"PTEX150",110
718,"PvCSS",97
718,"LF005",66
718,"LF010",82
718,"RBP2b.P87",67
718,"LF016",7160
718,"MSP8",924
719,"EBP",239
719,"PTEX150",261
719,"PvCSS",868
719,"LF005",111
719,"LF010",71
719,"RBP2b.P87",90
719,"LF016",1207
719,"MSP8",1439
707,"EBP",58
707,"PTEX150",161
707,"PvCSS",111
707,"LF005",109
707,"LF010",50
707,"RBP2b.P87",106
707,"LF016",100.5
707,"MSP8",202
721,"EBP",43
721,"PTEX150",89
721,"PvCSS",73
721,"LF005",63
721,"LF010",39
721,"RBP2b.P87",47
721,"LF016",75
721,"MSP8",83
722,"EBP",342.5
722,"PTEX150",414
722,"PvCSS",266
722,"LF005",205
722,"LF010",1129
722,"RBP2b.P87",3351
722,"LF016",840
722,"MSP8",622
723,"EBP",1558
723,"PTEX150",237
723,"PvCSS",286
723,"LF005",52
723,"LF010",797.5
723,"RBP2b.P87",1137
723,"LF016",506
723,"MSP8",609
724,"EBP",1025.5
724,"PTEX150",636.5
724,"PvCSS",795
724,"LF005",297
724,"LF010",254
724,"RBP2b.P87",5253.5
724,"LF016",318
724,"MSP8",380
725,"EBP",854.5
725,"PTEX150",559
725,"PvCSS",1486.5
725,"LF005",516
725,"LF010",1747
725,"RBP2b.P87",3572
725,"LF016",17548.5
725,"MSP8",12249
726,"EBP",70
726,"PTEX150",115
726,"PvCSS",50
726,"LF005",74
726,"LF010",44
726,"RBP2b.P87",47
726,"LF016",7980
726,"MSP8",4609
727,"EBP",34.5
727,"PTEX150",164
727,"PvCSS",79
727,"LF005",61.5
727,"LF010",32
727,"RBP2b.P87",34
727,"LF016",42
727,"MSP8",171
728,"EBP",2271.5
728,"PTEX150",329
728,"PvCSS",568.5
728,"LF005",452
728,"LF010",703
728,"RBP2b.P87",2277
728,"LF016",2577
728,"MSP8",1110.5
730,"EBP",2447
730,"PTEX150",211.5
730,"PvCSS",267.5
730,"LF005",139
730,"LF010",48
730,"RBP2b.P87",1771
730,"LF016",268
730,"MSP8",445.5
731,"EBP",40
731,"PTEX150",170
731,"PvCSS",57
731,"LF005",88.5
731,"LF010",36
731,"RBP2b.P87",43.5
731,"LF016",106
731,"MSP8",89
732,"EBP",249.5
732,"PTEX150",95.5
732,"PvCSS",108
732,"LF005",45
732,"LF010",292
732,"RBP2b.P87",489
732,"LF016",314
732,"MSP8",194.5
733,"EBP",3496
733,"PTEX150",317.5
733,"PvCSS",207
733,"LF005",179
733,"LF010",152
733,"RBP2b.P87",6284
733,"LF016",482
733,"MSP8",133
734,"EBP",46
734,"PTEX150",45
734,"PvCSS",122
734,"LF005",62
734,"LF010",40
734,"RBP2b.P87",77.5
734,"LF016",168
734,"MSP8",96
735,"EBP",7025
735,"PTEX150",2572
735,"PvCSS",826
735,"LF005",382
735,"LF010",21925
735,"RBP2b.P87",5294
735,"LF016",2109.5
735,"MSP8",1086
736,"EBP",8702.5
736,"PTEX150",4420.5
736,"PvCSS",7505.5
736,"LF005",274
736,"LF010",5109.5
736,"RBP2b.P87",5006
736,"LF016",1447
736,"MSP8",301.5
737,"EBP",2106
737,"PTEX150",580.5
737,"PvCSS",196
737,"LF005",553
737,"LF010",70.5
737,"RBP2b.P87",6260.5
737,"LF016",7139
737,"MSP8",1555
738,"EBP",157
738,"PTEX150",362
738,"PvCSS",253
738,"LF005",503
738,"LF010",206.5
738,"RBP2b.P87",4752
738,"LF016",14513
738,"MSP8",10512
739,"EBP",239.5
739,"PTEX150",642
739,"PvCSS",162
739,"LF005",272.5
739,"LF010",942.5
739,"RBP2b.P87",6814.5
739,"LF016",601
739,"MSP8",760
740,"EBP",460.5
740,"PTEX150",559.5
740,"PvCSS",365
740,"LF005",176
740,"LF010",2405
740,"RBP2b.P87",1188
740,"LF016",201.5
740,"MSP8",289
741,"EBP",90.5
741,"PTEX150",133
741,"PvCSS",246
741,"LF005",227
741,"LF010",532
741,"RBP2b.P87",3129.5
741,"LF016",12806
741,"MSP8",4601.5
742,"EBP",155
742,"PTEX150",1205.5
742,"PvCSS",141.5
742,"LF005",60.5
742,"LF010",1140
742,"RBP2b.P87",1533
742,"LF016",71
742,"MSP8",937
743,"EBP",661.5
743,"PTEX150",241
743,"PvCSS",72
743,"LF005",86.5
743,"LF010",196.5
743,"RBP2b.P87",2073
743,"LF016",62
743,"MSP8",147
744,"EBP",42
744,"PTEX150",94
744,"PvCSS",57
744,"LF005",56
744,"LF010",42
744,"RBP2b.P87",61
744,"LF016",58
744,"MSP8",133
745,"EBP",1921
745,"PTEX150",480
745,"PvCSS",313.5
745,"LF005",636
745,"LF010",792
745,"RBP2b.P87",8090.5
745,"LF016",10205
745,"MSP8",2416
746,"EBP",54
746,"PTEX150",171
746,"PvCSS",53
746,"LF005",46
746,"LF010",38
746,"RBP2b.P87",41
746,"LF016",42
746,"MSP8",65
747,"EBP",39
747,"PTEX150",60
747,"PvCSS",52
747,"LF005",65
747,"LF010",38
747,"RBP2b.P87",41
747,"LF016",53
747,"MSP8",127
771,"EBP",42
771,"PTEX150",134
771,"PvCSS",534
771,"LF005",75
771,"LF010",42
771,"RBP2b.P87",771
771,"LF016",146.5
771,"MSP8",202
775,"EBP",36
775,"PTEX150",77
775,"PvCSS",41
775,"LF005",61
775,"LF010",32
775,"RBP2b.P87",32
775,"LF016",28
775,"MSP8",81
598,"EBP",664
598,"PTEX150",627.5
598,"PvCSS",628.5
598,"LF005",170
598,"LF010",1306
598,"RBP2b.P87",672
598,"LF016",1351
598,"MSP8",719
599,"EBP",65
599,"PTEX150",73
599,"PvCSS",197
599,"LF005",105
599,"LF010",46.5
599,"RBP2b.P87",74.5
599,"LF016",411
599,"MSP8",506
600,"EBP",48
600,"PTEX150",63
600,"PvCSS",61
600,"LF005",116
600,"LF010",43
600,"RBP2b.P87",44
600,"LF016",90
600,"MSP8",74
602,"EBP",371
602,"PTEX150",152
602,"PvCSS",53.5
602,"LF005",277.5
602,"LF010",216
602,"RBP2b.P87",797
602,"LF016",1670
602,"MSP8",230
601,"EBP",69
601,"PTEX150",58
601,"PvCSS",57
601,"LF005",52
601,"LF010",39
601,"RBP2b.P87",58
601,"LF016",441
601,"MSP8",195
605,"EBP",70
605,"PTEX150",83
605,"PvCSS",71
605,"LF005",73
605,"LF010",133.5
605,"RBP2b.P87",199.5
605,"LF016",1290
605,"MSP8",2241
606,"EBP",48.5
606,"PTEX150",82
606,"PvCSS",58
606,"LF005",67
606,"LF010",47
606,"RBP2b.P87",60
606,"LF016",74
606,"MSP8",146
610,"EBP",474
610,"PTEX150",454.5
610,"PvCSS",112
610,"LF005",88
610,"LF010",177
610,"RBP2b.P87",1587
610,"LF016",230
610,"MSP8",454.5
612,"EBP",4075.5
612,"PTEX150",460
612,"PvCSS",510.5
612,"LF005",517
612,"LF010",188.5
612,"RBP2b.P87",2967
612,"LF016",358
612,"MSP8",181
613,"EBP",40.5
613,"PTEX150",435.5
613,"PvCSS",59
613,"LF005",58
613,"LF010",37
613,"RBP2b.P87",35
613,"LF016",55
613,"MSP8",261.5
614,"EBP",46
614,"PTEX150",157
614,"PvCSS",46.5
614,"LF005",807.5
614,"LF010",37
614,"RBP2b.P87",34
614,"LF016",172
614,"MSP8",133
615,"EBP",33
615,"PTEX150",157
615,"PvCSS",39
615,"LF005",53
615,"LF010",32
615,"RBP2b.P87",30
615,"LF016",36
615,"MSP8",168
618,"EBP",732.5
618,"PTEX150",147
618,"PvCSS",206
618,"LF005",68.5
618,"LF010",38
618,"RBP2b.P87",3016
618,"LF016",44
618,"MSP8",86
619,"EBP",3091.5
619,"PTEX150",76
619,"PvCSS",97
619,"LF005",345
619,"LF010",419.5
619,"RBP2b.P87",6804.5
619,"LF016",5084
619,"MSP8",134
654,"EBP",101.5
654,"PTEX150",128
654,"PvCSS",73
654,"LF005",322
654,"LF010",43
654,"RBP2b.P87",110
654,"LF016",116
654,"MSP8",362
783,"EBP",4977
783,"PTEX150",194
783,"PvCSS",165
783,"LF005",229
783,"LF010",187
783,"RBP2b.P87",3377
783,"LF016",771
783,"MSP8",140
786,"EBP",1285
786,"PTEX150",53
786,"PvCSS",71
786,"LF005",59.5
786,"LF010",36
786,"RBP2b.P87",70
786,"LF016",356
786,"MSP8",164
789,"EBP",91
789,"PTEX150",3921
789,"PvCSS",98
789,"LF005",542
789,"LF010",320
789,"RBP2b.P87",2961
789,"LF016",1406.5
789,"MSP8",438
790,"EBP",60
790,"PTEX150",262
790,"PvCSS",91
790,"LF005",105
790,"LF010",105
790,"RBP2b.P87",52.5
790,"LF016",1251
790,"MSP8",323.5
791,"EBP",219
791,"PTEX150",188
791,"PvCSS",51
791,"LF005",85
791,"LF010",44
791,"RBP2b.P87",44
791,"LF016",38
791,"MSP8",322
792,"EBP",278
792,"PTEX150",509
792,"PvCSS",103
792,"LF005",160
792,"LF010",2120
792,"RBP2b.P87",6677.5
792,"LF016",4500
792,"MSP8",208
793,"EBP",3696
793,"PTEX150",291.5
793,"PvCSS",59
793,"LF005",112
793,"LF010",110
793,"RBP2b.P87",2185
793,"LF016",91
793,"MSP8",268
794,"EBP",82.5
794,"PTEX150",112
794,"PvCSS",45
794,"LF005",65
794,"LF010",34
794,"RBP2b.P87",115
794,"LF016",265.5
794,"MSP8",173
795,"EBP",685
795,"PTEX150",210
795,"PvCSS",126
795,"LF005",181
795,"LF010",38
795,"RBP2b.P87",96
795,"LF016",421
795,"MSP8",105
796,"EBP",42
796,"PTEX150",127
796,"PvCSS",60
796,"LF005",56
796,"LF010",57
796,"RBP2b.P87",561
796,"LF016",75
796,"MSP8",90
797,"EBP",75
797,"PTEX150",165
797,"PvCSS",43
797,"LF005",108.5
797,"LF010",36
797,"RBP2b.P87",51
797,"LF016",198
797,"MSP8",207
798,"EBP",2605.5
798,"PTEX150",254
798,"PvCSS",87
798,"LF005",86
798,"LF010",809
798,"RBP2b.P87",1507.5
798,"LF016",194.5
798,"MSP8",399
799,"EBP",4449.5
799,"PTEX150",164
799,"PvCSS",108
799,"LF005",63
799,"LF010",5438
799,"RBP2b.P87",1880
799,"LF016",210
799,"MSP8",299
800,"EBP",57
800,"PTEX150",195
800,"PvCSS",69
800,"LF005",55
800,"LF010",42
800,"RBP2b.P87",67
800,"LF016",2796
800,"MSP8",1398
801,"EBP",1175
801,"PTEX150",181
801,"PvCSS",72
801,"LF005",56.5
801,"LF010",264
801,"RBP2b.P87",139
801,"LF016",67
801,"MSP8",531
803,"EBP",49
803,"PTEX150",170
803,"PvCSS",168
803,"LF005",315.5
803,"LF010",530
803,"RBP2b.P87",51
803,"LF016",1764
803,"MSP8",1635
804,"EBP",554
804,"PTEX150",576
804,"PvCSS",1303
804,"LF005",4941
804,"LF010",229.5
804,"RBP2b.P87",121.5
804,"LF016",1909
804,"MSP8",6993
805,"EBP",65
805,"PTEX150",432
805,"PvCSS",229
805,"LF005",301
805,"LF010",43
805,"RBP2b.P87",63
805,"LF016",2033
805,"MSP8",651
166,"EBP",71
166,"PTEX150",458
166,"PvCSS",140
166,"LF005",131
166,"LF010",88
166,"RBP2b.P87",79
166,"LF016",155
166,"MSP8",2434
167,"EBP",40
167,"PTEX150",138.5
167,"PvCSS",445
167,"LF005",51
167,"LF010",33
167,"RBP2b.P87",45.5
167,"LF016",54
167,"MSP8",418
169,"EBP",46
169,"PTEX150",238.5
169,"PvCSS",51
169,"LF005",227.5
169,"LF010",36
169,"RBP2b.P87",325
169,"LF016",892
169,"MSP8",290
170,"EBP",35.5
170,"PTEX150",86
170,"PvCSS",57
170,"LF005",45
170,"LF010",32.5
170,"RBP2b.P87",41
170,"LF016",56.5
170,"MSP8",274
168,"EBP",50
168,"PTEX150",116
168,"PvCSS",77
168,"LF005",79.5
168,"LF010",38
168,"RBP2b.P87",46
168,"LF016",119
168,"MSP8",271
171,"EBP",48
171,"PTEX150",374
171,"PvCSS",65
171,"LF005",204
171,"LF010",281
171,"RBP2b.P87",211
171,"LF016",364
171,"MSP8",119
172,"EBP",1334
172,"PTEX150",334
172,"PvCSS",468
172,"LF005",109
172,"LF010",49.5
172,"RBP2b.P87",83
172,"LF016",1280
172,"MSP8",879.5
173,"EBP",76
173,"PTEX150",88
173,"PvCSS",92
173,"LF005",66
173,"LF010",58
173,"RBP2b.P87",81.5
173,"LF016",157
173,"MSP8",101
174,"EBP",83
174,"PTEX150",75
174,"PvCSS",60
174,"LF005",45
174,"LF010",47
174,"RBP2b.P87",185.5
174,"LF016",343
174,"MSP8",272
577,"EBP",60
577,"PTEX150",119
577,"PvCSS",125
577,"LF005",93
577,"LF010",72
577,"RBP2b.P87",57
577,"LF016",480
577,"MSP8",265.5
579,"EBP",3054
579,"PTEX150",238.5
579,"PvCSS",472.5
579,"LF005",78
579,"LF010",512.5
579,"RBP2b.P87",3635
579,"LF016",177.5
579,"MSP8",175
580,"EBP",557.5
580,"PTEX150",139
580,"PvCSS",1313
580,"LF005",2466
580,"LF010",1062
580,"RBP2b.P87",2110
580,"LF016",2184
580,"MSP8",804
581,"EBP",57
581,"PTEX150",144
581,"PvCSS",95
581,"LF005",58
581,"LF010",52
581,"RBP2b.P87",53
581,"LF016",71.5
581,"MSP8",224
582,"EBP",508
582,"PTEX150",99
582,"PvCSS",65
582,"LF005",74
582,"LF010",186
582,"RBP2b.P87",69
582,"LF016",78
582,"MSP8",298.5
583,"EBP",122.5
583,"PTEX150",657.5
583,"PvCSS",1299
583,"LF005",107.5
583,"LF010",194
583,"RBP2b.P87",1545
583,"LF016",379
583,"MSP8",5941
584,"EBP",51
584,"PTEX150",9135
584,"PvCSS",61
584,"LF005",88
584,"LF010",152
584,"RBP2b.P87",465
584,"LF016",62
584,"MSP8",274.5
585,"EBP",739.5
585,"PTEX150",2842
585,"PvCSS",140
585,"LF005",124
585,"LF010",164
585,"RBP2b.P87",5995
585,"LF016",727
585,"MSP8",840
587,"EBP",115
587,"PTEX150",599
587,"PvCSS",399
587,"LF005",942
587,"LF010",4298
587,"RBP2b.P87",437
587,"LF016",12168
587,"MSP8",9096
588,"EBP",16684.5
588,"PTEX150",621
588,"PvCSS",5035.5
588,"LF005",826
588,"LF010",23161
588,"RBP2b.P87",9075
588,"LF016",1535
588,"MSP8",1149
590,"EBP",7070
590,"PTEX150",696
590,"PvCSS",618.5
590,"LF005",607
590,"LF010",6623.5
590,"RBP2b.P87",8033
590,"LF016",2269
590,"MSP8",286
591,"EBP",2541
591,"PTEX150",339
591,"PvCSS",195
591,"LF005",119
591,"LF010",150.5
591,"RBP2b.P87",249
591,"LF016",909.5
591,"MSP8",239
592,"EBP",427.5
592,"PTEX150",1341
592,"PvCSS",109
592,"LF005",3685
592,"LF010",18737
592,"RBP2b.P87",7036
592,"LF016",6707.5
592,"MSP8",1288.5
89,"EBP",2492
89,"PTEX150",2313.5
89,"PvCSS",230
89,"LF005",176
89,"LF010",2593.5
89,"RBP2b.P87",464.5
89,"LF016",362
89,"MSP8",194.5
92,"EBP",10395.5
92,"PTEX150",914
92,"PvCSS",1248
92,"LF005",1558
92,"LF010",4657
92,"RBP2b.P87",9526
92,"LF016",2059.5
92,"MSP8",843
93,"EBP",241
93,"PTEX150",79
93,"PvCSS",90
93,"LF005",59
93,"LF010",176
93,"RBP2b.P87",1701
93,"LF016",95
93,"MSP8",74
90,"EBP",697.5
90,"PTEX150",109
90,"PvCSS",109
90,"LF005",50
90,"LF010",248
90,"RBP2b.P87",2805
90,"LF016",282
90,"MSP8",98.5
91,"EBP",401
91,"PTEX150",189
91,"PvCSS",49.5
91,"LF005",65
91,"LF010",146
91,"RBP2b.P87",2267.5
91,"LF016",48
91,"MSP8",106
94,"EBP",43.5
94,"PTEX150",33
94,"PvCSS",59
94,"LF005",38
94,"LF010",48
94,"RBP2b.P87",45.5
94,"LF016",47
94,"MSP8",105
95,"EBP",922.5
95,"PTEX150",874
95,"PvCSS",2955.5
95,"LF005",320
95,"LF010",4577
95,"RBP2b.P87",243
95,"LF016",220
95,"MSP8",1408
96,"EBP",67
96,"PTEX150",147
96,"PvCSS",196.5
96,"LF005",124.5
96,"LF010",81
96,"RBP2b.P87",809
96,"LF016",411
96,"MSP8",182
97,"EBP",34
97,"PTEX150",453
97,"PvCSS",45
97,"LF005",45
97,"LF010",64
97,"RBP2b.P87",37
97,"LF016",31
97,"MSP8",97
399,"EBP",1176.5
399,"PTEX150",301
399,"PvCSS",78.5
399,"LF005",59
399,"LF010",121
399,"RBP2b.P87",1394.5
399,"LF016",152
399,"MSP8",234
398,"EBP",53.5
398,"PTEX150",193
398,"PvCSS",53
398,"LF005",297.5
398,"LF010",584
398,"RBP2b.P87",3291.5
398,"LF016",95
398,"MSP8",52.5
397,"EBP",1631
397,"PTEX150",1332
397,"PvCSS",134
397,"LF005",962.5
397,"LF010",6126
397,"RBP2b.P87",4759
397,"LF016",172
397,"MSP8",497
395,"EBP",88.5
395,"PTEX150",36
395,"PvCSS",59
395,"LF005",228
395,"LF010",44
395,"RBP2b.P87",38
395,"LF016",57
395,"MSP8",43
394,"EBP",36
394,"PTEX150",48
394,"PvCSS",51.5
394,"LF005",144
394,"LF010",43
394,"RBP2b.P87",39
394,"LF016",46
394,"MSP8",49.5
393,"EBP",1392.5
393,"PTEX150",4258
393,"PvCSS",74
393,"LF005",106
393,"LF010",101
393,"RBP2b.P87",3370
393,"LF016",278
393,"MSP8",897.5
103,"EBP",51
103,"PTEX150",224.5
103,"PvCSS",554
103,"LF005",91
103,"LF010",52
103,"RBP2b.P87",43.5
103,"LF016",48
103,"MSP8",85
102,"EBP",373
102,"PTEX150",848
102,"PvCSS",79
102,"LF005",81
102,"LF010",6304.5
102,"RBP2b.P87",342.5
102,"LF016",337.5
102,"MSP8",164.5
101,"EBP",7646
101,"PTEX150",534
101,"PvCSS",1227
101,"LF005",212
101,"LF010",23118
101,"RBP2b.P87",7459
101,"LF016",708
101,"MSP8",344
100,"EBP",53
100,"PTEX150",478
100,"PvCSS",55
100,"LF005",57
100,"LF010",2991
100,"RBP2b.P87",196
100,"LF016",53
100,"MSP8",252
99,"EBP",255
99,"PTEX150",837
99,"PvCSS",1378
99,"LF005",1179
99,"LF010",907
99,"RBP2b.P87",2056
99,"LF016",8438
99,"MSP8",2168
98,"EBP",101.5
98,"PTEX150",133
98,"PvCSS",44
98,"LF005",74
98,"LF010",93
98,"RBP2b.P87",58
98,"LF016",42.5
98,"MSP8",56
392,"EBP",447.5
392,"PTEX150",847
392,"PvCSS",152
392,"LF005",1947
392,"LF010",1401
392,"RBP2b.P87",1522
392,"LF016",1257
392,"MSP8",1125
391,"EBP",73
391,"PTEX150",218
391,"PvCSS",131
391,"LF005",145
391,"LF010",311
391,"RBP2b.P87",1759.5
391,"LF016",543
391,"MSP8",160
390,"EBP",35
390,"PTEX150",95
390,"PvCSS",90
390,"LF005",67
390,"LF010",51
390,"RBP2b.P87",57
390,"LF016",135
390,"MSP8",768
389,"EBP",57.5
389,"PTEX150",149
389,"PvCSS",80
389,"LF005",121.5
389,"LF010",1144.5
389,"RBP2b.P87",422.5
389,"LF016",105
389,"MSP8",145
388,"EBP",238
388,"PTEX150",145
388,"PvCSS",53.5
388,"LF005",99.5
388,"LF010",339
388,"RBP2b.P87",1470
388,"LF016",87.5
388,"MSP8",152
108,"EBP",210
108,"PTEX150",229.5
108,"PvCSS",58
108,"LF005",65
108,"LF010",141.5
108,"RBP2b.P87",109.5
108,"LF016",672
108,"MSP8",74
107,"EBP",53
107,"PTEX150",229.5
107,"PvCSS",70
107,"LF005",50
107,"LF010",52
107,"RBP2b.P87",41
107,"LF016",45
107,"MSP8",63.5
106,"EBP",647
106,"PTEX150",91
106,"PvCSS",57
106,"LF005",64
106,"LF010",94
106,"RBP2b.P87",69.5
106,"LF016",4189
106,"MSP8",174
111,"EBP",41
111,"PTEX150",327
111,"PvCSS",601
111,"LF005",61
111,"LF010",63
111,"RBP2b.P87",583
111,"LF016",71
111,"MSP8",63
110,"EBP",1739
110,"PTEX150",374
110,"PvCSS",94
110,"LF005",50.5
110,"LF010",2433
110,"RBP2b.P87",1427
110,"LF016",80
110,"MSP8",119.5
109,"EBP",2845
109,"PTEX150",1026.5
109,"PvCSS",2256
109,"LF005",10562
109,"LF010",4560
109,"RBP2b.P87",2107
109,"LF016",14953.5
109,"MSP8",1971
428,"EBP",1610
428,"PTEX150",231
428,"PvCSS",152
428,"LF005",197
428,"LF010",80
428,"RBP2b.P87",2214.5
428,"LF016",6436
428,"MSP8",953
429,"EBP",6496
429,"PTEX150",322.5
429,"PvCSS",539
429,"LF005",213
429,"LF010",1155
429,"RBP2b.P87",8068
429,"LF016",214
429,"MSP8",1728
430,"EBP",59
430,"PTEX150",142
430,"PvCSS",455
430,"LF005",85
430,"LF010",161.5
430,"RBP2b.P87",84.5
430,"LF016",62
430,"MSP8",164
431,"EBP",1084.5
431,"PTEX150",110
431,"PvCSS",209
431,"LF005",137
431,"LF010",405
431,"RBP2b.P87",5051
431,"LF016",905.5
431,"MSP8",5290
659,"EBP",121
659,"PTEX150",126
659,"PvCSS",43
659,"LF005",67
659,"LF010",50
659,"RBP2b.P87",335.5
659,"LF016",54
659,"MSP8",70
660,"EBP",35.5
660,"PTEX150",46
660,"PvCSS",40
660,"LF005",46
660,"LF010",45
660,"RBP2b.P87",34
660,"LF016",40
